AK1,-5.0471,7.9486
AK14,-5.0471,7.553
AK23,-5.0471,7.3552
AN1,-4.8493,7.9486
AN14,-4.8493,7.553
AN23,-4.8493,7.3552
AN7,-4.8493,7.7508
AU105,-4.7047,5.6509
AU114,-4.7047,5.4671
AU122,-4.7047,5.2833
AU131,-4.7047,5.0994
AU140,-4.7047,4.9156
AU149,-4.7047,4.7318
AU158,-4.7047,4.548
AU16,-4.7047,7.4891
AU167,-4.7047,4.3642
AU176,-4.7047,4.1804
AU184,-4.7047,3.9966
AU192,-4.7047,3.8127
AU2,-4.7047,7.8567
AU200,-4.7047,3.6289
AU209,-4.7047,3.4451
AU218,-4.7047,3.2613
AU227,-4.7047,3.0775
AU236,-4.7047,2.8937
AU244,-4.7047,2.7098
AU25,-4.7047,7.3052
AU253,-4.7047,2.526
AU262,-4.7047,2.3422
AU271,-4.7047,2.1584
AU280,-4.7047,1.9746
AU289,-4.7047,1.7908
AU297,-4.7047,1.6069
AU306,-4.7047,1.4231
AU314,-4.7047,1.2393
AU324,-4.7047,1.0555
AU332,-4.7047,0.8717
AU34,-4.7047,7.1214
AU342,-4.7047,0.6879
AU350,-4.7047,0.504
AU360,-4.7047,0.3202
AU367,-4.7047,0.1364
AU374,-4.7047,-0.0474
AU381,-4.7047,-0.2312
AU389,-4.7047,-0.415
AU396,-4.7047,-0.5989
AU404,-4.7047,-0.7827
AU411,-4.7047,-0.9665
AU418,-4.7047,-1.1503
AU425,-4.7047,-1.3341
AU43,-4.7047,6.9376
AU433,-4.7047,-1.5179
AU440,-4.7047,-1.7017
AU448,-4.7047,-1.8856
AU455,-4.7047,-2.0694
AU52,-4.7047,6.7538
AU60,-4.7047,6.57
AU69,-4.7047,6.3862
AU78,-4.7047,6.2023
AU87,-4.7047,6.0185
AU9,-4.7047,7.6729
AU96,-4.7047,5.8347
BC105,-4.5209,5.6509
BC114,-4.5209,5.4671
BC122,-4.5209,5.2833
BC131,-4.5209,5.0994
BC140,-4.5209,4.9156
BC149,-4.5209,4.7318
BC158,-4.5209,4.548
BC16,-4.5209,7.4891
BC167,-4.5209,4.3642
BC176,-4.5209,4.1804
BC184,-4.5209,3.9966
BC192,-4.5209,3.8127
BC2,-4.5209,7.8567
BC200,-4.5209,3.6289
BC209,-4.5209,3.4451
BC218,-4.5209,3.2613
BC227,-4.5209,3.0775
BC236,-4.5209,2.8937
BC244,-4.5209,2.7098
BC25,-4.5209,7.3052
BC253,-4.5209,2.526
BC262,-4.5209,2.3422
BC271,-4.5209,2.1584
BC280,-4.5209,1.9746
BC289,-4.5209,1.7908
BC297,-4.5209,1.6069
BC306,-4.5209,1.4231
BC314,-4.5209,1.2393
BC324,-4.5209,1.0555
BC332,-4.5209,0.8717
BC34,-4.5209,7.1214
BC342,-4.5209,0.6879
BC350,-4.5209,0.504
BC360,-4.5209,0.3202
BC367,-4.5209,0.1364
BC374,-4.5209,-0.0474
BC381,-4.5209,-0.2312
BC389,-4.5209,-0.415
BC396,-4.5209,-0.5989
BC404,-4.5209,-0.7827
BC411,-4.5209,-0.9665
BC418,-4.5209,-1.1503
BC425,-4.5209,-1.3341
BC43,-4.5209,6.9376
BC433,-4.5209,-1.5179
BC440,-4.5209,-1.7017
BC448,-4.5209,-1.8856
BC455,-4.5209,-2.0694
BC52,-4.5209,6.7538
BC60,-4.5209,6.57
BC69,-4.5209,6.3862
BC78,-4.5209,6.2023
BC87,-4.5209,6.0185
BC9,-4.5209,7.6729
BC96,-4.5209,5.8347
BH105,-4.3371,5.6509
BH114,-4.3371,5.4671
BH122,-4.3371,5.2833
BH131,-4.3371,5.0994
BH140,-4.3371,4.9156
BH149,-4.3371,4.7318
BH158,-4.3371,4.548
BH16,-4.3371,7.4891
BH167,-4.3371,4.3642
BH176,-4.3371,4.1804
BH184,-4.3371,3.9966
BH192,-4.3371,3.8127
BH2,-4.3371,7.8567
BH200,-4.3371,3.6289
BH209,-4.3371,3.4451
BH218,-4.3371,3.2613
BH227,-4.3371,3.0775
BH236,-4.3371,2.8937
BH244,-4.3371,2.7098
BH25,-4.3371,7.3052
BH253,-4.3371,2.526
BH262,-4.3371,2.3422
BH271,-4.3371,2.1584
BH280,-4.3371,1.9746
BH289,-4.3371,1.7908
BH297,-4.3371,1.6069
BH306,-4.3371,1.4231
BH314,-4.3371,1.2393
BH324,-4.3371,1.0555
BH332,-4.3371,0.8717
BH34,-4.3371,7.1214
BH342,-4.3371,0.6879
BH350,-4.3371,0.504
BH360,-4.3371,0.3202
BH367,-4.3371,0.1364
BH374,-4.3371,-0.0474
BH381,-4.3371,-0.2312
BH389,-4.3371,-0.415
BH396,-4.3371,-0.5989
BH404,-4.3371,-0.7827
BH411,-4.3371,-0.9665
BH418,-4.3371,-1.1503
BH425,-4.3371,-1.3341
BH43,-4.3371,6.9376
BH433,-4.3371,-1.5179
BH440,-4.3371,-1.7017
BH448,-4.3371,-1.8856
BH455,-4.3371,-2.0694
BH52,-4.3371,6.7538
BH60,-4.3371,6.57
BH69,-4.3371,6.3862
BH78,-4.3371,6.2023
BH87,-4.3371,6.0185
BH9,-4.3371,7.6729
BH96,-4.3371,5.8347
BP105,-4.1533,5.6509
BP114,-4.1533,5.4671
BP122,-4.1533,5.2833
BP131,-4.1533,5.0994
BP140,-4.1533,4.9156
BP149,-4.1533,4.7318
BP158,-4.1533,4.548
BP16,-4.1533,7.4891
BP167,-4.1533,4.3642
BP176,-4.1533,4.1804
BP184,-4.1533,3.9966
BP192,-4.1533,3.8127
BP2,-4.1533,7.8567
BP200,-4.1533,3.6289
BP209,-4.1533,3.4451
BP218,-4.1533,3.2613
BP227,-4.1533,3.0775
BP236,-4.1533,2.8937
BP244,-4.1533,2.7098
BP25,-4.1533,7.3052
BP253,-4.1533,2.526
BP262,-4.1533,2.3422
BP271,-4.1533,2.1584
BP280,-4.1533,1.9746
BP289,-4.1533,1.7908
BP297,-4.1533,1.6069
BP306,-4.1533,1.4231
BP314,-4.1533,1.2393
BP324,-4.1533,1.0555
BP332,-4.1533,0.8717
BP34,-4.1533,7.1214
BP342,-4.1533,0.6879
BP350,-4.1533,0.504
BP360,-4.1533,0.3202
BP367,-4.1533,0.1364
BP374,-4.1533,-0.0474
BP381,-4.1533,-0.2312
BP389,-4.1533,-0.415
BP396,-4.1533,-0.5989
BP404,-4.1533,-0.7827
BP411,-4.1533,-0.9665
BP418,-4.1533,-1.1503
BP425,-4.1533,-1.3341
BP43,-4.1533,6.9376
BP433,-4.1533,-1.5179
BP440,-4.1533,-1.7017
BP448,-4.1533,-1.8856
BP455,-4.1533,-2.0694
BP52,-4.1533,6.7538
BP60,-4.1533,6.57
BP69,-4.1533,6.3862
BP78,-4.1533,6.2023
BP87,-4.1533,6.0185
BP9,-4.1533,7.6729
BP96,-4.1533,5.8347
BW105,-3.9695,5.6509
BW114,-3.9695,5.4671
BW122,-3.9695,5.2833
BW131,-3.9695,5.0994
BW140,-3.9695,4.9156
BW149,-3.9695,4.7318
BW158,-3.9695,4.548
BW16,-3.9695,7.4891
BW167,-3.9695,4.3642
BW176,-3.9695,4.1804
BW184,-3.9695,3.9966
BW192,-3.9695,3.8127
BW2,-3.9695,7.8567
BW200,-3.9695,3.6289
BW209,-3.9695,3.4451
BW218,-3.9695,3.2613
BW227,-3.9695,3.0775
BW236,-3.9695,2.8937
BW244,-3.9695,2.7098
BW25,-3.9695,7.3052
BW253,-3.9695,2.526
BW262,-3.9695,2.3422
BW271,-3.9695,2.1584
BW280,-3.9695,1.9746
BW289,-3.9695,1.7908
BW297,-3.9695,1.6069
BW306,-3.9695,1.4231
BW314,-3.9695,1.2393
BW324,-3.9695,1.0555
BW332,-3.9695,0.8717
BW34,-3.9695,7.1214
BW342,-3.9695,0.6879
BW350,-3.9695,0.504
BW360,-3.9695,0.3202
BW367,-3.9695,0.1364
BW374,-3.9695,-0.0474
BW381,-3.9695,-0.2312
BW389,-3.9695,-0.415
BW396,-3.9695,-0.5989
BW404,-3.9695,-0.7827
BW411,-3.9695,-0.9665
BW418,-3.9695,-1.1503
BW425,-3.9695,-1.3341
BW43,-3.9695,6.9376
BW433,-3.9695,-1.5179
BW440,-3.9695,-1.7017
BW448,-3.9695,-1.8856
BW455,-3.9695,-2.0694
BW52,-3.9695,6.7538
BW60,-3.9695,6.57
BW69,-3.9695,6.3862
BW78,-3.9695,6.2023
BW87,-3.9695,6.0185
BW9,-3.9695,7.6729
BW96,-3.9695,5.8347
CD105,-3.7857,5.6509
CD114,-3.7857,5.4671
CD122,-3.7857,5.2833
CD131,-3.7857,5.0994
CD140,-3.7857,4.9156
CD149,-3.7857,4.7318
CD158,-3.7857,4.548
CD16,-3.7857,7.4891
CD167,-3.7857,4.3642
CD176,-3.7857,4.1804
CD184,-3.7857,3.9966
CD192,-3.7857,3.8127
CD2,-3.7857,7.8567
CD200,-3.7857,3.6289
CD209,-3.7857,3.4451
CD218,-3.7857,3.2613
CD227,-3.7857,3.0775
CD236,-3.7857,2.8937
CD244,-3.7857,2.7098
CD25,-3.7857,7.3052
CD253,-3.7857,2.526
CD262,-3.7857,2.3422
CD271,-3.7857,2.1584
CD280,-3.7857,1.9746
CD289,-3.7857,1.7908
CD297,-3.7857,1.6069
CD306,-3.7857,1.4231
CD314,-3.7857,1.2393
CD324,-3.7857,1.0555
CD332,-3.7857,0.8717
CD34,-3.7857,7.1214
CD342,-3.7857,0.6879
CD350,-3.7857,0.504
CD360,-3.7857,0.3202
CD367,-3.7857,0.1364
CD374,-3.7857,-0.0474
CD381,-3.7857,-0.2312
CD389,-3.7857,-0.415
CD396,-3.7857,-0.5989
CD404,-3.7857,-0.7827
CD411,-3.7857,-0.9665
CD418,-3.7857,-1.1503
CD425,-3.7857,-1.3341
CD43,-3.7857,6.9376
CD433,-3.7857,-1.5179
CD440,-3.7857,-1.7017
CD448,-3.7857,-1.8856
CD455,-3.7857,-2.0694
CD52,-3.7857,6.7538
CD60,-3.7857,6.57
CD69,-3.7857,6.3862
CD78,-3.7857,6.2023
CD87,-3.7857,6.0185
CD9,-3.7857,7.6729
CD96,-3.7857,5.8347
CK105,-3.6018,5.6509
CK114,-3.6018,5.4671
CK122,-3.6018,5.2833
CK131,-3.6018,5.0994
CK140,-3.6018,4.9156
CK149,-3.6018,4.7318
CK158,-3.6018,4.548
CK16,-3.6018,7.4891
CK167,-3.6018,4.3642
CK176,-3.6018,4.1804
CK184,-3.6018,3.9966
CK192,-3.6018,3.8127
CK2,-3.6018,7.8567
CK200,-3.6018,3.6289
CK209,-3.6018,3.4451
CK218,-3.6018,3.2613
CK227,-3.6018,3.0775
CK236,-3.6018,2.8937
CK244,-3.6018,2.7098
CK25,-3.6018,7.3052
CK253,-3.6018,2.526
CK262,-3.6018,2.3422
CK271,-3.6018,2.1584
CK280,-3.6018,1.9746
CK289,-3.6018,1.7908
CK297,-3.6018,1.6069
CK306,-3.6018,1.4231
CK314,-3.6018,1.2393
CK324,-3.6018,1.0555
CK332,-3.6018,0.8717
CK34,-3.6018,7.1214
CK342,-3.6018,0.6879
CK350,-3.6018,0.504
CK360,-3.6018,0.3202
CK367,-3.6018,0.1364
CK374,-3.6018,-0.0474
CK381,-3.6018,-0.2312
CK389,-3.6018,-0.415
CK396,-3.6018,-0.5989
CK404,-3.6018,-0.7827
CK411,-3.6018,-0.9665
CK418,-3.6018,-1.1503
CK425,-3.6018,-1.3341
CK43,-3.6018,6.9376
CK433,-3.6018,-1.5179
CK440,-3.6018,-1.7017
CK448,-3.6018,-1.8856
CK455,-3.6018,-2.0694
CK52,-3.6018,6.7538
CK60,-3.6018,6.57
CK69,-3.6018,6.3862
CK78,-3.6018,6.2023
CK87,-3.6018,6.0185
CK9,-3.6018,7.6729
CK96,-3.6018,5.8347
CT105,-3.418,5.6509
CT114,-3.418,5.4671
CT122,-3.418,5.2833
CT131,-3.418,5.0994
CT140,-3.418,4.9156
CT149,-3.418,4.7318
CT158,-3.418,4.548
CT16,-3.418,7.4891
CT167,-3.418,4.3642
CT176,-3.418,4.1804
CT184,-3.418,3.9966
CT192,-3.418,3.8127
CT2,-3.418,7.8567
CT200,-3.418,3.6289
CT209,-3.418,3.4451
CT218,-3.418,3.2613
CT227,-3.418,3.0775
CT236,-3.418,2.8937
CT244,-3.418,2.7098
CT25,-3.418,7.3052
CT253,-3.418,2.526
CT262,-3.418,2.3422
CT271,-3.418,2.1584
CT280,-3.418,1.9746
CT289,-3.418,1.7908
CT297,-3.418,1.6069
CT306,-3.418,1.4231
CT314,-3.418,1.2393
CT324,-3.418,1.0555
CT332,-3.418,0.8717
CT34,-3.418,7.1214
CT342,-3.418,0.6879
CT350,-3.418,0.504
CT360,-3.418,0.3202
CT367,-3.418,0.1364
CT374,-3.418,-0.0474
CT381,-3.418,-0.2312
CT389,-3.418,-0.415
CT396,-3.418,-0.5989
CT404,-3.418,-0.7827
CT411,-3.418,-0.9665
CT418,-3.418,-1.1503
CT425,-3.418,-1.3341
CT43,-3.418,6.9376
CT433,-3.418,-1.5179
CT440,-3.418,-1.7017
CT448,-3.418,-1.8856
CT455,-3.418,-2.0694
CT52,-3.418,6.7538
CT60,-3.418,6.57
CT69,-3.418,6.3862
CT78,-3.418,6.2023
CT87,-3.418,6.0185
CT9,-3.418,7.6729
CT96,-3.418,5.8347
DB105,-3.2342,5.6509
DB114,-3.2342,5.4671
DB122,-3.2342,5.2833
DB131,-3.2342,5.0994
DB140,-3.2342,4.9156
DB149,-3.2342,4.7318
DB158,-3.2342,4.548
DB16,-3.2342,7.4891
DB167,-3.2342,4.3642
DB176,-3.2342,4.1804
DB184,-3.2342,3.9966
DB192,-3.2342,3.8127
DB2,-3.2342,7.8567
DB200,-3.2342,3.6289
DB209,-3.2342,3.4451
DB218,-3.2342,3.2613
DB227,-3.2342,3.0775
DB236,-3.2342,2.8937
DB244,-3.2342,2.7098
DB25,-3.2342,7.3052
DB253,-3.2342,2.526
DB262,-3.2342,2.3422
DB271,-3.2342,2.1584
DB280,-3.2342,1.9746
DB289,-3.2342,1.7908
DB297,-3.2342,1.6069
DB306,-3.2342,1.4231
DB314,-3.2342,1.2393
DB324,-3.2342,1.0555
DB332,-3.2342,0.8717
DB34,-3.2342,7.1214
DB342,-3.2342,0.6879
DB350,-3.2342,0.504
DB360,-3.2342,0.3202
DB367,-3.2342,0.1364
DB374,-3.2342,-0.0474
DB381,-3.2342,-0.2312
DB389,-3.2342,-0.415
DB396,-3.2342,-0.5989
DB404,-3.2342,-0.7827
DB411,-3.2342,-0.9665
DB418,-3.2342,-1.1503
DB425,-3.2342,-1.3341
DB43,-3.2342,6.9376
DB433,-3.2342,-1.5179
DB440,-3.2342,-1.7017
DB448,-3.2342,-1.8856
DB455,-3.2342,-2.0694
DB52,-3.2342,6.7538
DB60,-3.2342,6.57
DB69,-3.2342,6.3862
DB78,-3.2342,6.2023
DB87,-3.2342,6.0185
DB9,-3.2342,7.6729
DB96,-3.2342,5.8347
DG105,-3.0504,5.6509
DG114,-3.0504,5.4671
DG122,-3.0504,5.2833
DG131,-3.0504,5.0994
DG140,-3.0504,4.9156
DG149,-3.0504,4.7318
DG158,-3.0504,4.548
DG16,-3.0504,7.4891
DG167,-3.0504,4.3642
DG176,-3.0504,4.1804
DG184,-3.0504,3.9966
DG192,-3.0504,3.8127
DG2,-3.0504,7.8567
DG200,-3.0504,3.6289
DG209,-3.0504,3.4451
DG218,-3.0504,3.2613
DG227,-3.0504,3.0775
DG236,-3.0504,2.8937
DG244,-3.0504,2.7098
DG25,-3.0504,7.3052
DG253,-3.0504,2.526
DG262,-3.0504,2.3422
DG271,-3.0504,2.1584
DG280,-3.0504,1.9746
DG289,-3.0504,1.7908
DG297,-3.0504,1.6069
DG306,-3.0504,1.4231
DG314,-3.0504,1.2393
DG324,-3.0504,1.0555
DG332,-3.0504,0.8717
DG34,-3.0504,7.1214
DG342,-3.0504,0.6879
DG350,-3.0504,0.504
DG360,-3.0504,0.3202
DG367,-3.0504,0.1364
DG374,-3.0504,-0.0474
DG381,-3.0504,-0.2312
DG389,-3.0504,-0.415
DG396,-3.0504,-0.5989
DG404,-3.0504,-0.7827
DG411,-3.0504,-0.9665
DG418,-3.0504,-1.1503
DG425,-3.0504,-1.3341
DG43,-3.0504,6.9376
DG433,-3.0504,-1.5179
DG440,-3.0504,-1.7017
DG448,-3.0504,-1.8856
DG455,-3.0504,-2.0694
DG52,-3.0504,6.7538
DG60,-3.0504,6.57
DG69,-3.0504,6.3862
DG78,-3.0504,6.2023
DG87,-3.0504,6.0185
DG9,-3.0504,7.6729
DG96,-3.0504,5.8347
DN105,-2.8666,5.6509
DN114,-2.8666,5.4671
DN122,-2.8666,5.2833
DN131,-2.8666,5.0994
DN140,-2.8666,4.9156
DN149,-2.8666,4.7318
DN158,-2.8666,4.548
DN16,-2.8666,7.4891
DN167,-2.8666,4.3642
DN176,-2.8666,4.1804
DN184,-2.8666,3.9966
DN192,-2.8666,3.8127
DN2,-2.8666,7.8567
DN200,-2.8666,3.6289
DN209,-2.8666,3.4451
DN218,-2.8666,3.2613
DN227,-2.8666,3.0775
DN236,-2.8666,2.8937
DN244,-2.8666,2.7098
DN25,-2.8666,7.3052
DN253,-2.8666,2.526
DN262,-2.8666,2.3422
DN271,-2.8666,2.1584
DN280,-2.8666,1.9746
DN289,-2.8666,1.7908
DN297,-2.8666,1.6069
DN306,-2.8666,1.4231
DN314,-2.8666,1.2393
DN324,-2.8666,1.0555
DN332,-2.8666,0.8717
DN34,-2.8666,7.1214
DN342,-2.8666,0.6879
DN350,-2.8666,0.504
DN360,-2.8666,0.3202
DN367,-2.8666,0.1364
DN374,-2.8666,-0.0474
DN381,-2.8666,-0.2312
DN389,-2.8666,-0.415
DN396,-2.8666,-0.5989
DN404,-2.8666,-0.7827
DN411,-2.8666,-0.9665
DN418,-2.8666,-1.1503
DN425,-2.8666,-1.3341
DN43,-2.8666,6.9376
DN433,-2.8666,-1.5179
DN440,-2.8666,-1.7017
DN448,-2.8666,-1.8856
DN455,-2.8666,-2.0694
DN52,-2.8666,6.7538
DN60,-2.8666,6.57
DN69,-2.8666,6.3862
DN78,-2.8666,6.2023
DN87,-2.8666,6.0185
DN9,-2.8666,7.6729
DN96,-2.8666,5.8347
DV105,-2.6828,5.6509
DV114,-2.6828,5.4671
DV122,-2.6828,5.2833
DV131,-2.6828,5.0994
DV140,-2.6828,4.9156
DV149,-2.6828,4.7318
DV158,-2.6828,4.548
DV16,-2.6828,7.4891
DV167,-2.6828,4.3642
DV176,-2.6828,4.1804
DV184,-2.6828,3.9966
DV192,-2.6828,3.8127
DV2,-2.6828,7.8567
DV200,-2.6828,3.6289
DV209,-2.6828,3.4451
DV218,-2.6828,3.2613
DV227,-2.6828,3.0775
DV236,-2.6828,2.8937
DV244,-2.6828,2.7098
DV25,-2.6828,7.3052
DV253,-2.6828,2.526
DV262,-2.6828,2.3422
DV271,-2.6828,2.1584
DV280,-2.6828,1.9746
DV289,-2.6828,1.7908
DV297,-2.6828,1.6069
DV306,-2.6828,1.4231
DV314,-2.6828,1.2393
DV324,-2.6828,1.0555
DV332,-2.6828,0.8717
DV34,-2.6828,7.1214
DV342,-2.6828,0.6879
DV350,-2.6828,0.504
DV360,-2.6828,0.3202
DV367,-2.6828,0.1364
DV374,-2.6828,-0.0474
DV381,-2.6828,-0.2312
DV389,-2.6828,-0.415
DV396,-2.6828,-0.5989
DV404,-2.6828,-0.7827
DV411,-2.6828,-0.9665
DV418,-2.6828,-1.1503
DV425,-2.6828,-1.3341
DV43,-2.6828,6.9376
DV433,-2.6828,-1.5179
DV440,-2.6828,-1.7017
DV448,-2.6828,-1.8856
DV455,-2.6828,-2.0694
DV52,-2.6828,6.7538
DV60,-2.6828,6.57
DV69,-2.6828,6.3862
DV78,-2.6828,6.2023
DV87,-2.6828,6.0185
DV9,-2.6828,7.6729
DV96,-2.6828,5.8347
ED105,-2.4989,5.6509
ED114,-2.4989,5.4671
ED122,-2.4989,5.2833
ED131,-2.4989,5.0994
ED140,-2.4989,4.9156
ED149,-2.4989,4.7318
ED158,-2.4989,4.548
ED16,-2.4989,7.4891
ED167,-2.4989,4.3642
ED176,-2.4989,4.1804
ED184,-2.4989,3.9966
ED192,-2.4989,3.8127
ED2,-2.4989,7.8567
ED200,-2.4989,3.6289
ED209,-2.4989,3.4451
ED218,-2.4989,3.2613
ED227,-2.4989,3.0775
ED236,-2.4989,2.8937
ED244,-2.4989,2.7098
ED25,-2.4989,7.3052
ED253,-2.4989,2.526
ED262,-2.4989,2.3422
ED271,-2.4989,2.1584
ED280,-2.4989,1.9746
ED289,-2.4989,1.7908
ED297,-2.4989,1.6069
ED306,-2.4989,1.4231
ED314,-2.4989,1.2393
ED324,-2.4989,1.0555
ED332,-2.4989,0.8717
ED34,-2.4989,7.1214
ED342,-2.4989,0.6879
ED350,-2.4989,0.504
ED360,-2.4989,0.3202
ED367,-2.4989,0.1364
ED374,-2.4989,-0.0474
ED381,-2.4989,-0.2312
ED389,-2.4989,-0.415
ED396,-2.4989,-0.5989
ED404,-2.4989,-0.7827
ED411,-2.4989,-0.9665
ED418,-2.4989,-1.1503
ED425,-2.4989,-1.3341
ED43,-2.4989,6.9376
ED433,-2.4989,-1.5179
ED440,-2.4989,-1.7017
ED448,-2.4989,-1.8856
ED455,-2.4989,-2.0694
ED52,-2.4989,6.7538
ED60,-2.4989,6.57
ED69,-2.4989,6.3862
ED78,-2.4989,6.2023
ED87,-2.4989,6.0185
ED9,-2.4989,7.6729
ED96,-2.4989,5.8347
EJ105,-2.3151,5.6509
EJ114,-2.3151,5.4671
EJ122,-2.3151,5.2833
EJ131,-2.3151,5.0994
EJ140,-2.3151,4.9156
EJ149,-2.3151,4.7318
EJ158,-2.3151,4.548
EJ16,-2.3151,7.4891
EJ167,-2.3151,4.3642
EJ176,-2.3151,4.1804
EJ184,-2.3151,3.9966
EJ192,-2.3151,3.8127
EJ2,-2.3151,7.8567
EJ200,-2.3151,3.6289
EJ209,-2.3151,3.4451
EJ218,-2.3151,3.2613
EJ227,-2.3151,3.0775
EJ236,-2.3151,2.8937
EJ244,-2.3151,2.7098
EJ25,-2.3151,7.3052
EJ253,-2.3151,2.526
EJ262,-2.3151,2.3422
EJ271,-2.3151,2.1584
EJ280,-2.3151,1.9746
EJ289,-2.3151,1.7908
EJ297,-2.3151,1.6069
EJ306,-2.3151,1.4231
EJ314,-2.3151,1.2393
EJ324,-2.3151,1.0555
EJ332,-2.3151,0.8717
EJ34,-2.3151,7.1214
EJ342,-2.3151,0.6879
EJ350,-2.3151,0.504
EJ360,-2.3151,0.3202
EJ367,-2.3151,0.1364
EJ374,-2.3151,-0.0474
EJ381,-2.3151,-0.2312
EJ389,-2.3151,-0.415
EJ396,-2.3151,-0.5989
EJ404,-2.3151,-0.7827
EJ411,-2.3151,-0.9665
EJ418,-2.3151,-1.1503
EJ425,-2.3151,-1.3341
EJ43,-2.3151,6.9376
EJ433,-2.3151,-1.5179
EJ440,-2.3151,-1.7017
EJ448,-2.3151,-1.8856
EJ455,-2.3151,-2.0694
EJ52,-2.3151,6.7538
EJ60,-2.3151,6.57
EJ69,-2.3151,6.3862
EJ78,-2.3151,6.2023
EJ87,-2.3151,6.0185
EJ9,-2.3151,7.6729
EJ96,-2.3151,5.8347
ER105,-2.1313,5.6509
ER114,-2.1313,5.4671
ER122,-2.1313,5.2833
ER131,-2.1313,5.0994
ER140,-2.1313,4.9156
ER149,-2.1313,4.7318
ER158,-2.1313,4.548
ER16,-2.1313,7.4891
ER167,-2.1313,4.3642
ER176,-2.1313,4.1804
ER184,-2.1313,3.9966
ER192,-2.1313,3.8127
ER2,-2.1313,7.8567
ER200,-2.1313,3.6289
ER209,-2.1313,3.4451
ER218,-2.1313,3.2613
ER227,-2.1313,3.0775
ER236,-2.1313,2.8937
ER244,-2.1313,2.7098
ER25,-2.1313,7.3052
ER253,-2.1313,2.526
ER262,-2.1313,2.3422
ER271,-2.1313,2.1584
ER280,-2.1313,1.9746
ER289,-2.1313,1.7908
ER297,-2.1313,1.6069
ER306,-2.1313,1.4231
ER314,-2.1313,1.2393
ER324,-2.1313,1.0555
